"Source:","http://www.lib.berkeley.edu/MRC/imagesafam.html"
"The Movies, Race, and Ethnicity"
"The Jackie Robinson Story(1950)","Directed by Alfred E. Green. Cast: Jackie Robinson, Ruby Dee,Minor Watson, Louise Beavers, Richard Lane, Harry Shannon, BenLessy, Bill Spaulding, Billy Wayne, Joel Fleullen. Dramatizes thestory of Jackie Robinson (playing himself) as the firstAfrican-American to play major league baseball, including his daysat UCLA on a sports scholarship and his career in the Negro League.76 min. â€¢149; Ѭhref=""http://www.imdb.com/title/tt0042609/"">Credits and otherinformation from the Internet Movie DatabaseЖ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X6179"">DVD X6179Ж","The Movies, Race, and Ethnicity","African Americans","Representations of African Americans in Mainstream and IndependentHollywood","1950 - 1959"
"No Way Out (1950)","Directed by Joseph L. Mankiewicz. Cast: Richard Widmark, LindaDarnell, Stephen McNally, Sidney Poitier. When a youngAfrican-American doctor operates on two white brothers brought infor gunshot wounds, it sets off a chain of violent confrontationsbetween a vicious psychopath, his gang and the black community. 106min. ; 
        â€¢149; Ѭ href=""http://us.imdb.com/Title?0042792"">Creditsand other information from the Internet Movie DatabaseЖ
        
          Reviews and articles:
          â€¢149;Clark, Ginger. ""Beyond the great divide:Hollywood and race relations in the 1950s."" HowardJournal of Communications; 1996, Vol. 7 Issue 4,p373-382, 10p Ѭhref=""http://search.ebscohost.com/login.aspx?direct=true&db=f3h&AN=BFLI990203090246456&site=ehost-live"">Full-textof this article / review is available: UC users onlyЖ
          â€¢149;Dick, Bernard F. Joseph L. MankiewiczBoston : Twayne Publishers, 1983. (Main (Gardner) StacksPN1998.A3 M31975 1983)
          â€¢149;Lower, Cheryl Bray. Joseph L. Mankiewicz :critical essays with an annotated bibliography and afilmography Jefferson, N.C. : McFarland, 2001. (Main(Gardner) Stacks PN1998.3.M35 B73 2001)
          â€¢149;Keyser, Lester J. The cinema of SidneyPoitier : the black man's changing role on the Americanscreen. San Diego, [Calif. : A. S. Barnes, c1980 (MAIN:PN2287.P57 .K4)
          â€¢149;Marill, Alvin H. The films of SidneyPoitier Secaucus, N.J. : Citadel Press, c1978. (MAIN:PN2287 .P57M3)
        
      ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+7667"">DVD 7667Ж; Ѭ href=""http://oskicat.berkeley.edu/search~S1?/evhs+999:2450"">vhs 999:2450Ж","The Movies, Race, and Ethnicity","African Americans","Representations of African Americans in Mainstream and IndependentHollywood","1950 - 1959"
"Storm Warning (1950)","Director, Stuart Heisler. Cast: Ginger Rogers, Ronald Reagan,Doris Day, Steve Cochran. A school teacher visiting relatives in anunnamed small town happens to witness the beating death of a man atthe hands of the KKK. She soon discovers that the whole town iscontrolled by this vigilante group, and that her loutishbrother-in-law is one of the group's members. The D.A. (RonaldReagan) is the man who breaks the stranglehold of the hoodedterrorists--through the simple expedient of walking into one oftheir meetings and calmly identifying each of them by name. 93 min.â€¢149;Ѭ href=""http://www.imdb.com/title/tt0044075/"">Creditsand other information from the Internet Movie DatabaseЖ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X201"">DVD X201Ж","The Movies, Race, and Ethnicity","African Americans","Representations of African Americans in Mainstream and IndependentHollywood","1950 - 1959"
"Native Son (USA / Argentina, 1951)","Director, Pierre Chenal. Cast: Richard Wright, Jean Wallace,Gloria Madison, Nicholas Joy, Willa Pearl Curtiss, Charles Cane.Adaptation of the classic novel by Richard Wright. Set in Chicago,Native son tells the story of Bigger Thomas, a young black man whoaccidentally murders his employer's daughter while performing hisduties as chauffeur. The combined forces of institutional racismand condescending white liberalism pursue Thomas to an unhappy end.The author plays the leading role in this film version. 90 min.
        â€¢149;Ѭ href=""http://www.imdb.com/title/tt0042781/"">Creditsand other information from the Internet Movie DatabaseЖ
        
          Reviews and articles:
          â€¢149;Laws, Page. ""Not Everybody's Protest Film,Either: Native Son among Controversial Film Adaptations.""Black Scholar, Spring/Summer2009, Vol. 39 Issue 1/2,p27-33, 7p Ѭhref=""http://search.ebscohost.com/login.aspx?direct=true&db=hlh&AN=43613556&site=ehost-live"">Full-textof this article / review is available: UC users onlyЖ
        
      ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/evhs+999:3808"">vhs 999:3808Ж","The Movies, Race, and Ethnicity","African Americans","Representations of African Americans in Mainstream and IndependentHollywood","1950 - 1959"
"Show BoatЖ (1951)","
        Directed by George Sidney. Cast: Kathryn Grayson, Ava Gardner,Howard Keel. A romantic musical of Magnolia Hawks who grew upon the riverboat, Cotton Blossom. When a snitch on board callsthe police the leading lady, Julie (who's halfAfrican-American) and her white husband are forced to leave theshow. Magnolia becomes the leading show boat attraction and agambler, Gaylor Ravenal, the leading man. They fall in love andmarry but soon Magnolia must face reality as she is left alonepenniless and pregnant. Based on the Jerome Kern-OscarHammerstein II musical play from Edna Ferber's novel. 115 min.
        
          
        
      â€¢149;Ѭhref=""http://us.imdb.com/title?Show+Boat+(1951)"">Creditsand other information from the Internet Movie DatabaseЖ
            
              See also:
              â€¢149;Ѭ href=""#showboat36"">1936 version ofShow BoatЖ
            
            
              Reviews and articles:
              â€¢149;Smyth, J. E. ""Making Believe: Show Boat,Race, and Romance, 1925-1957."" In: Edna Ferber'sHollywood : American fictions of gender, race, andhistory / J.E. Smyth ; foreword by Austin :University of Texas Press, 2010. (Ѭhref=""http://site.ebrary.com/lib/berkeley/Doc?id=10351554"">Fulltext available onlineЖ (UC Berkeley users only);Print: Main (Gardner) Stacks PS3511.E46 Z8952010)
            
          See also:â€¢149;Ѭ href=""#showboat36"">1936 version ofShow BoatЖReviews and articles:â€¢149;Smyth, J. E. ""Making Believe: Show Boat,Race, and Romance, 1925-1957."" In: Edna Ferber'sHollywood : American fictions of gender, race, andhistory / J.E. Smyth ; foreword by Austin :University of Texas Press, 2010. (Ѭhref=""http://site.ebrary.com/lib/berkeley/Doc?id=10351554"">Fulltext available onlineЖ (UC Berkeley users only);Print: Main (Gardner) Stacks PS3511.E46 Z8952010)","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+472"">DVD 472Ж","The Movies, Race, and Ethnicity","African Americans","Representations of African Americans in Mainstream and IndependentHollywood","1950 - 1959"
"Member of the Wedding (1953)","Directed by Fred Zinnemann. Cast: Ethel Waters, Julie Harris,Brandon De Wilde, Arthur Franz, Nancy Gates. A 12-year-old girllearns something about life when her sister gets married a Based ona story by Carson McCullers. Ethel Waters plays a kind of ""nouveaumammy"" to Julie Harris' anguished white girl on the verge ofadulthood. The first instance of a black actress being used tocarry a major-studio production. 91 min. ; 
        â€¢149; Ѭhref=""http://www.imdb.com/title/tt0044896/"">Credits andother information from the Internet Movie DatabaseЖ
        
          Reviews and articles:
          â€¢149;The films of Fred Zinnemann : criticalperspectives / edited by Arthur Nolletti, Jr. Albany :State University of New York Press, c1999. (MAIN:PN1998.3.Z56 F56 1999)
          â€¢149;Marcus, Alan. ""Uncovering an Auteur: FredZinnemann."" Film History 2000 12(1): 49-56 8p. Ѭhref=""http://search.ebscohost.com/login.aspx?direct=true&db=ahl&AN=A000507930.01&site=ehost-live"">Full-textof this article / review is available: UC users onlyЖ
          â€¢149;Rapf, Joanna E. ""Mythic Figures: Women andCo-Being in Three Films by Fred Zinnemann."" FilmCriticism, Spring-Fall94, Vol. 18/19 Issue 3/1,p140-154, 15p; (AN 31374653) Ѭhref=""http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=31374653&site=ehost-live"">Full-textof this article / review is available: UC users onlyЖ
          â€¢149;Sinyard, Neil. Fred Zinnemann : films ofcharacter and conscience Jefferson, N.C. : McFarland &Company, c2003. (MAIN: PN1998.3.Z56 S56 2003)
        
      ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X6438"">DVD X6438Ж; Ѭ href=""http://oskicat.berkeley.edu/search~S1?/evhs999:380"">vhs999:380Ж","The Movies, Race, and Ethnicity","African Americans","Representations of African Americans in Mainstream and IndependentHollywood","1950 - 1959"
"Carmen Jones (1954)","
        Directed by Otto Preminger. Cast: Harry Belafonte, DorthyDandridge, Pearl Bailey, Olga James, Joe Adams, DiahannCarroll. Bizet's opera Carmen staged with an all black cast.; 
        
          
        
      â€¢149;Ѭhref=""http://us.imdb.com/title/tt0046828/"">Credits andother information from the Internet Movie DatabaseЖ
            
              â€¢149;Awards & Honors
              â€¢149;Ѭhref=""http://www.loc.gov/film/"">National FilmRegistry SelectionЖ
            
            
              See also:
              â€¢149;Ѭhref=""http://www.lib.berkeley.edu/MRC/africanambib2.html#dandridge"">Bibliographyon Dorothy DandridgeЖ
            
            
              Reviews and articles:
              â€¢149;Carmen : from silent film to MTV/ edited by Chris Perriam and Ann Davies. Amsterdam; New York : Rodopi, 2005. (Main (Gardner) StacksPN57.C33 C37 2005)
              â€¢149;Furman, Nelly. ""Screen Politics: OttoPreminger's Carmen Jones."" In: Carmen : fromsilent film to MTV / edited by Chris Perriamand Ann Davies. Amsterdam ; New York : Rodopi,2005. (Main Stack PN57.C33.C37 2005)
              â€¢149;Gilbert, Tiffany. ""American iconoclast:Carmen Jones and the revolutionary divadom ofDorothy Dandridge."" Women's StudiesQuarterly, 33, no. 3/4 (Fall, 2005): 234-49, Ѭhref=""http://www.jstor.org/stable/40004426"">Full-textof this article / review is available: UC usersonlyЖ
              â€¢149;Herzog, Amy. ""Dissonant Refrains: Carmenon Film."" In: Dreams of difference, songs of thesame : the musical moment in film / Amy Herzog.Minneapolis : University of Minnesota Press, c2010.(Ѭhref=""http://site.ebrary.com/lib/berkeley/Doc?id=10405242"">Fulltext available onlineЖ (UC Berkeley users only);Print: Music ML2075 .H478 2010)
              â€¢149;Leicester, H. Marshall, Jr. ""Discourseand the film text: Four readings of Carmen.""Cambridge opera journal, 6(3) p245 Nov, 1994Ѭhref=""http://www.jstor.org/stable/823734"">Full-textof this article / review is available: UC usersonlyЖ
              â€¢149;Smith, Jeff. ""Black faces, white voices:the politics of dubbing in Carmen Jones."" VelvetLight Trap (Spring 2003): p29(14). (9214 words)Ѭhref=""http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=9589282&site=ehost-live"">Full-textof this article / review is available: UC usersonlyЖ
            
          â€¢149;Awards & Honorsâ€¢149;Ѭhref=""http://www.loc.gov/film/"">National FilmRegistry SelectionЖSee also:â€¢149;Ѭhref=""http://www.lib.berkeley.edu/MRC/africanambib2.html#dandridge"">Bibliographyon Dorothy DandridgeЖReviews and articles:â€¢149;Carmen : from silent film to MTV/ edited by Chris Perriam and Ann Davies. Amsterdam; New York : Rodopi, 2005. (Main (Gardner) StacksPN57.C33 C37 2005)â€¢149;Furman, Nelly. ""Screen Politics: OttoPreminger's Carmen Jones."" In: Carmen : fromsilent film to MTV / edited by Chris Perriamand Ann Davies. Amsterdam ; New York : Rodopi,2005. (Main Stack PN57.C33.C37 2005)â€¢149;Gilbert, Tiffany. ""American iconoclast:Carmen Jones and the revolutionary divadom ofDorothy Dandridge."" Women's StudiesQuarterly, 33, no. 3/4 (Fall, 2005): 234-49, Ѭhref=""http://www.jstor.org/stable/40004426"">Full-textof this article / review is available: UC usersonlyЖâ€¢149;Herzog, Amy. ""Dissonant Refrains: Carmenon Film."" In: Dreams of difference, songs of thesame : the musical moment in film / Amy Herzog.Minneapolis : University of Minnesota Press, c2010.(Ѭhref=""http://site.ebrary.com/lib/berkeley/Doc?id=10405242"">Fulltext available onlineЖ (UC Berkeley users only);Print: Music ML2075 .H478 2010)â€¢149;Leicester, H. Marshall, Jr. ""Discourseand the film text: Four readings of Carmen.""Cambridge opera journal, 6(3) p245 Nov, 1994Ѭhref=""http://www.jstor.org/stable/823734"">Full-textof this article / review is available: UC usersonlyЖâ€¢149;Smith, Jeff. ""Black faces, white voices:the politics of dubbing in Carmen Jones."" VelvetLight Trap (Spring 2003): p29(14). (9214 words)Ѭhref=""http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=9589282&site=ehost-live"">Full-textof this article / review is available: UC usersonlyЖ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+3429"">DVD 3429Ж; Ѭ href=""http://oskicat.berkeley.edu/search~S1?/evhs+999:1169"">vhs 999:1169Ж","The Movies, Race, and Ethnicity","African Americans","Representations of African Americans in Mainstream and IndependentHollywood","1950 - 1959"
"Band of Angels (1957)","
        Directed by Raoul Walsh. Cast: Clark Gable, Yvonne DeCarlo,Sidney Poitier, Efram Zimbalist, Jr., Rex Reason, CarolleDrake, Juanita Moore. The story of privileged society of theOld South centering around Amish Bond, a plantation owner witha secret past of slave trading, a freedom-yearning slave Bondhas raised as a son, and the fiery belle, well educated andborn into a good family who goes on the auction block when herpart-African heritage is revealed. Based on the novel by RobertPenn Warren. 128 min. ; 
        
          â€¢149;Ѭhref=""http://us.imdb.com/title?0050166"">Credits andother information from the Internet Movie DatabaseЖ
        
      ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X1615"">DVD X1615Ж; Ѭ href=""http://oskicat.berkeley.edu/search~S1?/evhs+999:2231"">vhs 999:2231Ж","The Movies, Race, and Ethnicity","African Americans","Representations of African Americans in Mainstream and IndependentHollywood","1950 - 1959"
"The Defiant Ones (1958)","
        Directed by Stanley Kramer. Cast: Tony Curtis and SidneyPoitier star in Stanley Kramer's groundbreaking film that tearsinto the problem of racial hatred. The plot centers on thesetwo convicts fleeing a chain gang in the deep South. 1 hour 37min. ; 
        
          
        
      â€¢149;Ѭhref=""http://us.imdb.com/title/tt0051525/"">Credits andother information from the Internet Movie DatabaseЖ
            â€¢149;Awards
            
              â€¢149;British Academy of Film and TelevisionArts Awards - Best Foreign Actor (SidneyPoitier)
              â€¢149;Golden Globe Awards - Best MotionPicture, Drama
              â€¢149;New York Film Critics Circle Awards -Best Film; Best Director
            
            
              See also:
              â€¢149;""Defiant Ones"" In: Film scripts.Edited by George P. Garrett, O. B. Hardison, Jr.[and] Jane R. Gelfman. New York,Appleton-Century-Crofts, 1971. (Main StackPN1997.A1.G18)
            
            See also:
            
              â€¢149;Frank, Micheline Klagsbrun. ""Unchained:Perspectives on Change."" Journal of Popular Film& Television. Fall 1990. Vol. 18, Iss. 3; p.122 (8 pages)Ѭhref=""http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:iipa:&rft_dat=xri:iipa:article:citation:iipac432-1990-018-03-000005"">Full-textof this article / review is available: UC usersonlyЖ
              â€¢149;Kelley, Samuel L. The evolution ofcharacter portrayals in the films of SidneyPoitier, 1950-1978 (NEWS: MICROFICHE.6030.Unit98)
              â€¢149;Keyser, Lester J. The cinema ofSidney Poitier : the black man's changing role onthe American screen. San Diego, [Calif. : A. S.Barnes, c1980 (MAIN: PN2287.P57 .K4)
              â€¢149;Lambert, Gavin ""The Defiant Ones""Film Quarterly, Vol. 12, No. 1 (Autumn,1958), pp. 40-42 Ѭhref=""http://www.jstor.org/stable/3186078"">Full-textof this article / review is available: UC usersonlyЖ
              â€¢149;Marill, Alvin H. The films of SidneyPoitier Secaucus, N.J. : Citadel Press, c1978.(MAIN: PN2287 .P57M3)
              â€¢149;Spoto, Donald. Stanley Kramer, filmmaker / Donald Spoto New York : Putnam, c1978(Main (Gardner) Stacks PN1998.A3 .K725 1978)
            
          â€¢149;British Academy of Film and TelevisionArts Awards - Best Foreign Actor (SidneyPoitier)â€¢149;Golden Globe Awards - Best MotionPicture, Dramaâ€¢149;New York Film Critics Circle Awards -Best Film; Best DirectorSee also:â€¢149;""Defiant Ones"" In: Film scripts.Edited by George P. Garrett, O. B. Hardison, Jr.[and] Jane R. Gelfman. New York,Appleton-Century-Crofts, 1971. (Main StackPN1997.A1.G18)â€¢149;Frank, Micheline Klagsbrun. ""Unchained:Perspectives on Change."" Journal of Popular Film& Television. Fall 1990. Vol. 18, Iss. 3; p.122 (8 pages)Ѭhref=""http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:iipa:&rft_dat=xri:iipa:article:citation:iipac432-1990-018-03-000005"">Full-textof this article / review is available: UC usersonlyЖâ€¢149;Kelley, Samuel L. The evolution ofcharacter portrayals in the films of SidneyPoitier, 1950-1978 (NEWS: MICROFICHE.6030.Unit98)â€¢149;Keyser, Lester J. The cinema ofSidney Poitier : the black man's changing role onthe American screen. San Diego, [Calif. : A. S.Barnes, c1980 (MAIN: PN2287.P57 .K4)â€¢149;Lambert, Gavin ""The Defiant Ones""Film Quarterly, Vol. 12, No. 1 (Autumn,1958), pp. 40-42 Ѭhref=""http://www.jstor.org/stable/3186078"">Full-textof this article / review is available: UC usersonlyЖâ€¢149;Marill, Alvin H. The films of SidneyPoitier Secaucus, N.J. : Citadel Press, c1978.(MAIN: PN2287 .P57M3)â€¢149;Spoto, Donald. Stanley Kramer, filmmaker / Donald Spoto New York : Putnam, c1978(Main (Gardner) Stacks PN1998.A3 .K725 1978)","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+4533"">DVD 4533Ж; Ѭ href=""http://oskicat.berkeley.edu/search~S1?/evhs+999:972"">vhs 999:972Ж","The Movies, Race, and Ethnicity","African Americans","Representations of African Americans in Mainstream and IndependentHollywood","1950 - 1959"
"Imitation of LifeЖ (1959)","
        Directed by Douglas Sirk. Cast: Lana Turner (Lora Meredith),John Gavin (Steve Archer). Draws the audience into anunderworld of backstairs and neon gutters with the story of anexploited black maid (played by a white actress) and herdaughter trying to pass for white. Based on the novel by FannieHurst. 124 min. ; 
        
          
        
      â€¢149; Ѭhref=""http://us.imdb.com/title/tt0052918/"">Credits andother information from the Internet Movie DatabaseЖ
        
          See also:
          â€¢149;Ѭ href=""#imitation34"">1934 version ofImitation of LifeЖ
        
      ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+5246"">DVD 5246Ж; Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+1737"">DVD 1737Ж","The Movies, Race, and Ethnicity","African Americans","Representations of African Americans in Mainstream and IndependentHollywood","1950 - 1959"
"Odds Against Tomorrow (1959)","Directed by Robert Wise. Cast: Harry Belafonte, Robert Ryan,Shelley Winters, Ed Begley, Gloria Grahame. One hundred and fiftythousand dollars, ready for the taking. It's too much to resist forEarl Slater, a bigoted ex-con slumming through life with apatronizing girlfriend and zero expectations. He agrees to be partof a bank job planned by former cop Burke. Until, that is, he findsout one of his partners will be a black man. Earl's desperate needfor cash, however, leads him to reconsider. For this job only,he'll put his racism aside ... until moments away from the score,hatred erupts. In this film to obtain the edgy look desired by thedirector a rare filming technique was used: infrared photography.â€¢149; Ѭhref=""http://us.imdb.com/Title?Odds+Against+Tomorrow+(1959)"">Creditsand other information from the Internet Movie DatabaseЖ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+2229"">DVD 2229Ж","The Movies, Race, and Ethnicity","African Americans","Representations of African Americans in Mainstream and IndependentHollywood","1950 - 1959"
"Shadows (1959)","Directed by John Cassavetes. John Cassavetes' first film, tellsa gripping story of racism set against a New York background in the1950's. Lelia, a light-skinned black woman living in New York withher two brothers, has an affair with a white man. The relationshipsoon sours when he meets one of her brothers and discovers she isreally black. 87 min. â€¢149; Ѭhref=""http://us.imdb.com/Title?Shadows+(1959)"">Credits and otherinformation from the Internet Movie DatabaseЖ
        See also:
        
          â€¢149; Carney, Raymond. American Dreaming: TheFilms of John Cassavetes and the American Experience /Raymond Carney. Berkeley : University of California Press,c1985. (UCB Main PN1998.A3 C3333 1985; UCB MoffittPN1998.A3 C3333 1985)
          â€¢149; Carney, Raymond. The Films of JohnCassavetes: Pragmatism, Modernism, and the Movies / RayCarney. Cambridge [England]; New York, NY, USA: CambridgeUniversity Press, 1994. Series title: Cambridge filmclassics. (UCB Main PN1998.3.C384 C37 1994; UCB MoffittPN1998.3.C384 C37 1994)
          â€¢149;Selected Program Notes for the Beat ScreeningList (Excerpts) by Ray Carney. Ѭhref=""http://www.lib.berkeley.edu/MRC/Carney.html"">Full-textof this article / review is available: Ж
        
      ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+421"">DVD 421Ж","The Movies, Race, and Ethnicity","African Americans","Representations of African Americans in Mainstream and IndependentHollywood","1950 - 1959"
"I Passed for White (1960)","Directed by Fred M. Wilcox. Cast: Sonya Wilde, JamesFranciscus, Pat Michon, Isabel Cooley. A beautiful young womanmeets and marries the man of her dreams--only she has not told himthat she is half-black, and he and his rich family and friends arewhite. She soon discovers that happiness cannot be founded on alie. Based on the novel by Mary Hastings Bradley. 92 min. â€¢149; Ѭhref=""http://www.imdb.com/title/tt0053933/"">Credits and otherinformation from the Internet Movie DatabaseЖ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVDX2456"">DVDX2456Ж","The Movies, Race, and Ethnicity","African Americans","Representations of African Americans in Mainstream and IndependentHollywood","1960 - 1969"
"Sergeant Rutledge (1960)","Directed by John Ford. Cast: Jeffrey Hunter, Woody Strode,Billie Burke, Constance Towers, Juano Hernandez, Willis Bouchey. AnAfrican-American ""buffalo soldier"" is accused of rape and murder,but is successfully defended by a white officer during his trial in1881. Lt. Cantrell defends him as witnesses give testimony relivedin flashbacks, revealing the sergeant's gallantry and eventuallythe shocking truth behind the alleged crimes. 112 min. ;â€¢149; Ѭhref=""http://www.imdb.com/title/tt0054292/"">Credits and otherinformation from the Internet Movie DatabaseЖ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+5659"">DVD 5659Ж; Ѭ href=""http://oskicat.berkeley.edu/search~S1?/evhs+999:2700"">vhs 999:2700Ж","The Movies, Race, and Ethnicity","African Americans","Representations of African Americans in Mainstream and IndependentHollywood","1960 - 1969"
"The Young One (aka White Trash) (Mexico, 1960)","Directed by Luis Bunuel. Set in the American South on a remotecoastal island, a black man fleeing a lynch mob meets a racistsheriff and a recently orphaned 13 year old white girl. Uponrelease in 1960, this film shocked American audiences with itsdepiction of a strong, sarchastic black man, capable of holding hisown against racism. Inspired by Peter Matthiessen's story""Travelin' Man."" Performers: Zachary Scott, Bernie Hamilton, KayMeersman, Graham Denton, Claudio Brook. 95 min. 
        â€¢149; Ѭhref=""http://www.imdb.com/title/tt0053933/"">Credits andother information from the Internet Movie DatabaseЖ
        
          Reviews and articles:
          â€¢149;Conrad, Randall. ""No Blacks or Whites: TheMaking of Luis Bunuel's 'The Young One'."" Cineastev20, n3 (Summer, 1993):28 (7 pages). Ѭhref=""http://www.lib.berkeley.edu/MRC/youngone.html"">Full-textof this article / review is available: Ж
        
      ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC999:1369"">Video/C999:1369Ж","The Movies, Race, and Ethnicity","African Americans","Representations of African Americans in Mainstream and IndependentHollywood","1960 - 1969"
"This Rebel Breed (1960)","
        Directed by Richard L. Bare. Cast: Rita Moreno, Mark Damon,Gerald Mohr, Jay Novello, Eugenio Martin. Black, Anglo andHispanic high-school gangs duke it out in this story about twoundercover cops who infiltrate the gangs to stop narcoticstrafficking. The undercover cop Frank is of mixed blackAmerican and Mexican parentage, which means no gang is going toeasily accept him while his partner Don is an Anglo cop. WhenLola's boyfriend is killed in a gang fight she starts to fallfor Frank. DVD includs Black rebels: Five years after ""ThisRebel Breed"" was released, producer William Rowland added someincongruous inserts filled with nudity and re-released the filmunder the titles Black Rebels, Lola's Mistake, and Three Shadesof Love. 90 min. (This Rebel Breed); 94 min. (Black Rebels); 
        
          â€¢149;Ѭhref=""http://us.imdb.com/title/tt0054381"">Credits andother information from the Internet Movie DatabaseЖ
        
      ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X3088"">DVD X3088Ж; Ѭ href=""http://oskicat.berkeley.edu/search~S1?/evhs+999:3051"">vhs 999:3051Ж","The Movies, Race, and Ethnicity","African Americans","Representations of African Americans in Mainstream and IndependentHollywood","1960 - 1969"
"A Raisin in the SunЖ (1961)","
        Directed by Daniel Petrie. Performers: Sidney Poitier, ClaudiaMcNeil, Ruby Dee. 1961 film based on the award-winning playabout a struggling black family living on Chicago's South Sideand the impact of an unexpected insurance bequest. Each familymember sees the bequest as the means of realizing dreams and ofescape from grinding frustrations. Based on the play: A raisinin the sun by Lorraine Hansberry. 128 min. 
        
          
        
      â€¢149; Ѭhref=""http://us.imdb.com/title/tt0055353/"">Credits andother information from the Internet Movie DatabaseЖ
            
              â€¢149;Awards & Honors
              â€¢149;Ѭhref=""http://www.loc.gov/film/"">National FilmRegistry SelectionЖ
            
            
              Reviews and articles:
              â€¢149;Ingle, Zachary. ""White Fear"" and theStudio System: A Re-evaluation of Hansberry'sOriginal Screenplay of ""A Raisin in the Sun.""Literature Film Quarterly, 2009, Vol. 37Issue 3, p184-193, 10p Ѭhref=""http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=43250052&site=ehost-live"">Full-textof this article / review is available: UC usersonlyЖ
              â€¢149;Rosenbaum, Julia B. ""Reracializing theOrdinary American Family: Raisin in the Sun."" In:Visions of belonging : New England art and themaking of American identity / Julia B.Rosenbaum. Ithaca : Cornell University Press, 2006.(Ѭhref=""http://sunsite.berkeley.edu:8080/librarysurvey/library.survey.logic?refUrl=http%3A%2F%2Fsite%2Eebrary%2Ecom%2Flib%2Fberkeley%2FDoc%3Fid%3D10183598"">Fulltext available onlineЖ [UCB users only]; Print:Main (Gardner) Stacks; PFA E169 .S655 2004)
            
            
              See also:
              â€¢149; Ѭ href=""#raisin89"">1989 version ofRaisin in the SunЖ
            
          â€¢149;Awards & Honorsâ€¢149;Ѭhref=""http://www.loc.gov/film/"">National FilmRegistry SelectionЖReviews and articles:â€¢149;Ingle, Zachary. ""White Fear"" and theStudio System: A Re-evaluation of Hansberry'sOriginal Screenplay of ""A Raisin in the Sun.""Literature Film Quarterly, 2009, Vol. 37Issue 3, p184-193, 10p Ѭhref=""http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=43250052&site=ehost-live"">Full-textof this article / review is available: UC usersonlyЖâ€¢149;Rosenbaum, Julia B. ""Reracializing theOrdinary American Family: Raisin in the Sun."" In:Visions of belonging : New England art and themaking of American identity / Julia B.Rosenbaum. Ithaca : Cornell University Press, 2006.(Ѭhref=""http://sunsite.berkeley.edu:8080/librarysurvey/library.survey.logic?refUrl=http%3A%2F%2Fsite%2Eebrary%2Ecom%2Flib%2Fberkeley%2FDoc%3Fid%3D10183598"">Fulltext available onlineЖ [UCB users only]; Print:Main (Gardner) Stacks; PFA E169 .S655 2004)See also:â€¢149; Ѭ href=""#raisin89"">1989 version ofRaisin in the SunЖ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+9203 "">DVD 9203 Ж; Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo999:955"">Video999:955Ж","The Movies, Race, and Ethnicity","African Americans","Representations of African Americans in Mainstream and IndependentHollywood","1960 - 1969"
