"Source:","http://www.lib.berkeley.edu/MRC/imagesafam.html"
"The Movies, Race, and Ethnicity"
"Torch Song (1953)","Directed by Charles Walters. Cast: Joan Crawford, MichaelWilding, Gig Young, Marjorie Rambeau. Feaures a musical number withJoan Crawford in blackface! 89 min. â€¢149; Ѭhref=""http://www.imdb.com/title/tt0046446/"">Credits and otherinformation from the Internet Movie DatabaseЖ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X1006"">DVD X1006Ж","The Movies, Race, and Ethnicity","African Americans","Blackface in the Movies"
"Trading Places (1983)","
                    Directed by John Landis. Cast: Dan Aykroyd, Eddie Murphy, RalphBellamy, Don Ameche, Denholm Elliott, Jamie Lee Curtis.Features a segment on a train in which Dan Aykroyd appears inblackface disguise (""...Lionel Joseph from the AfricanEducation Conference!""). 116 min. 
                    
                      â€¢149;Ѭhref=""http://us.imdb.com/title/tt0086465/"">Credits andother information from the Internet Movie DatabaseЖ
                    
                  ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+3779"">DVD 3779Ж","The Movies, Race, and Ethnicity","African Americans","Blackface in the Movies"
"Tropic Thunder (2008)","Directed by Ben Stiller. Cast: Ben Stiller, Robert Downey, Jr.,Jack Black, Steve Coogan, Nick Nolte, Danny McBride, Brandon T.Jackson, Jay Baruchel. While filming an action movie in the jungle,death and hilarity ensue as the lead actors believe the murderousheroin-producing gang they encounter is a part of the script. Aspoof on action/adventure films. In the movie, Robert Downey, Jr.plays an Oscar-winning actor named Kirk Lazarus whose character inthe war movie being made was written as black. So Lazarus decidesto play the character as written. 107 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X840"">DVD X840Ж","The Movies, Race, and Ethnicity","African Americans","Blackface in the Movies"
"Uncle Tom's Cabin","Two silent versions: Uncle Tom's Cabin, or Slavery Days,directed by Edwin S. Porter (1903, 17 min.); and Uncle Tom'sCabin, Minot Films Release, Inc., directed by Irwing Cummings(1914; 42 min.). ; (Porter); ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+3552"">DVD 3552Ж; Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo+999:1172"">Video 999:1172Ж","The Movies, Race, and Ethnicity","African Americans","Blackface in the Movies"
"Uncle Tom's Cabin (Silent 1927)","Directed by Harry A. Pollard. Harriet Beecher Stowe'sinfluential 19th century story of the pre-Civil war South.Peace-loving slave Tom is forced to submit to his sadistic master,the evil Simon Legree. Helpless slaves -- raped, tortured andhumiliated -- are eventually driven to rebel against their wickedoppressors. 112 min. ; â€¢149; Ѭ href=""http://us.imdb.com/Title?0018524"">Creditsand other information from the Internet Movie DatabaseЖ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+237"">DVD 237Ж; Ѭ href=""http://oskicat.berkeley.edu/search~S1?/evhs+999:2334"">vhs 999:2334Ж","The Movies, Race, and Ethnicity","African Americans","Blackface in the Movies"
"White Christmas (1954)","Directed by Michael Curtiz. Cast: Bing Crosby, Danny Kaye,Rosemary Clooney, Vera Ellen, Dean Jagger. Lyrics and music byIrving Berlin. Two song-and-dance men team up in show businessafter the war. Joining forces with a sister act, they trek toVermont for a white Christmas. The real adventure starts whenCrosby and Kaye discover that the inn is run by their old armygeneral who's now in financial trouble. Includes a minstrel Number(without blackface, but with all the other trappings): ""I'd RatherSee a Minstrel Show""/""Mister Bones""/""Mandy"" (Crosby, Kaye,Clooney,& Chorus)120 min. 
                    â€¢149;Ѭ href=""http://www.imdb.com/title/tt0047673/"">Creditsand other information from the Internet Movie DatabaseЖ
                    
                      Reviews and articles:
                      â€¢149;Mizejewski, Linda ""Minstrelsy and WartimeBuddies: Racial and Sexual Histories in White Christmas.""Journal of Popular Film and Television Volume 36,Number 1 / Spring 2008 Ѭhref=""http://www.metapress.com/content/13581n55824j4227/fulltext.pdf"">Full-textof this article / review is available: UC users onlyЖ
                      â€¢149;Rhodes, John David. ""White Christmas, orModernism."" Modernism - Modernity v. 13 no. 2 (April2006) p. 291-308 Ѭhref=""http://muse.jhu.edu/journals/modernism-modernity/v013/13.2rhodes.html"">Full-textof this article / review is available: UC users onlyЖ
                    
                  ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+6757"">DVD 6757Ж","The Movies, Race, and Ethnicity","African Americans","Blackface in the Movies"
"Whoopee!(1930)","Directed by Thornton Freeland. Cast: Eddie Cantor, EthelShutta, Paul Gregory, Eleanor Hunt, John Rutherford, SpencerCharters. A musical sparked by Cantor's performance as ahyper-hypochondriac. Out West, Henry Williams (Cantor) helps Sallyflee her wedding, unaware that she has left a note behind sayingthey've eloped. Features some of Busby Berkeley's most fancifulchoreography. ""As it facilitates intermarriage in The Jazz Singer,so blackface brings Whoopee!'s Indian and white lovers together.Henry, helping Sally escape her wedding to Sheriff Bob, hides in anoven. When the stove is lit, he explodes out in blackface. LikeWhiteman's lion, Jolson's mammy, and the prototypical, exaggeratedblackface mouth, the oven associates blackface with primitiveorality. The disguise fools Sheriff Bob and encourages Sally toconfess her love for Wanenis. Promoting anarchic violence againstthe forces of law and order, blackface also facilitatesintermarriage in the low plot. Cantor sings ""My Baby Just Cares forMe"" in blackface and sings it again sans cork to Nurse Custer toend the film. Transforming Jew from frightened melancholic intotrickster, blackface shifts the meaning of ""cares for"" from nursingto sex. When Sheriff Bob tries to wipe Henry clean, he leaves himwith what look like Orthodox Jewish earlocks and beard."" [Rogin,Michael. ""Making America Home: Racial Masquerade and EthnicAssimilation in the Transition to Talking Pictures."" Ѭhref=""http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=9306025010&site=ehost-live"">TheJournal of American HistoryЖ. Dec 1992. Vol. 79, Iss. 3;93 min.
                    â€¢149;Ѭ href=""http://www.imdb.com/title/tt0021549/"">Creditsand other information from the Internet Movie DatabaseЖ
                    
                      Reviews and articles:
                      â€¢149;Rogin, Michael. ""Making America home: Racialmasquerade and ethnic assimilation in the transition totalking Pictures."" Journal of American History;Dec92, Vol. 79 Issue 3, p1050-1077, 28p Ѭhref=""http://search.ebscohost.com/login.aspx?direct=true&db=ahl&AN=9306025010&site=ehost-live"">Full-textof this article / review is available: UC users onlyЖ
                    
                  ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+999:3734"">Video/C 999:3734Ж","The Movies, Race, and Ethnicity","African Americans","Blackface in the Movies"
"The World, the Flesh and the DevilЖ (1959)","Directed by Ranald MacDougall. Cast: Harry Belafonte, IngerStevens, Mel Ferrer. A coal miner is trapped by a cave in. When hefinally finds his way back to the surface, he discovers most of thehuman race has been killed off by nuclear poison. He and the fewremaining remnants of humanity must choose to either learn from themistakes of the past or resort to the old failed methods anddivisive issues. 95 min. 
                    â€¢149;Ѭ href=""http://www.imdb.com/title/tt0053454/"">Creditsand other information from the Internet Movie DatabaseЖ
                    
                      Reviews and articles:
                      â€¢149;Hatch, Robert. ""The World, the Flesh and theDevil"" Nation, 6/13/1959, Vol. 188 Issue 24,p542-543, 2p Ѭhref=""http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=13340125&site=ehost-live"">Full-textof this article / review is available: UC users onlyЖ
                      â€¢149;Larrieux, Stephanie. ""The World, the Flesh, andthe Devil: The Politics of Race, Gender, and Power inPost-Apocalyptic Hollywood Cinema."" Quarterly Review ofFilm & Video, Mar2010, Vol. 27 Issue 2, p133-143, 11p Ѭhref=""http://search.ebscohost.com/login.aspx?direct=true&db=f3h&AN=48097742&site=ehost-live"">Full-textof this article / review is available: UC users onlyЖ
                      â€¢149;Nama, Adilifu
                      ""Black Sex in the City."" In: Black space : imaginingrace in science fiction film / Adilifu Nama. Austin :University of Texas Press, 2008. Location Call No. Status(Ѭhref=""http://sunsite.berkeley.edu:8080/librarysurvey/library.survey.logic?refUrl=http%3A%2F%2Fsite%2Eebrary%2Ecom%2Flib%2Fberkeley%2FDoc%3Fid%3D10245756"">Full-textavailable onlineЖ [UC Berkeley users only]; Print: Main(Gardner) Stacks PN1995.9.S26 N36 2008)
                    
                  ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X6062"">DVD X6062Ж","The Movies, Race, and Ethnicity","African Americans","Blackface in the Movies"
"Yankee Doodle Dandy (1943)","
                    Directed by Michael Curtiz. Cast: James Cagney, Joan Leslie,Walter Huston, Richard Whorf, Jeanne Cagney, Frances Langford,George Tobias, Irene Manning. Lyrics and music, George M.Cohan. A rousing musical depicting the life of George M. Cohan,famed playwright, entertainer and composer of patriotic songs.Features a musical number ""At a Georgia Camp Meeting"", dancedin blackface by Henry Blair, Walter Huston, Rosemary DeCamp andJo Ann Marlowe. 127 min. ; 
                    
                      
                    
                  â€¢149; Ѭhref=""http://us.imdb.com/title/tt0035575/"">Credits andother information from the Internet Movie DatabaseЖ
                        â€¢149;Awards & Honors
                        
                          â€¢149;Academy Award - Best Actor
                          â€¢149;New York Film Critics Circle Awards -Best Actor
                          â€¢149;Ѭhref=""http://www.loc.gov/film/"">National FilmRegistry SelectionЖ
                        
                      â€¢149;Academy Award - Best Actorâ€¢149;New York Film Critics Circle Awards -Best Actorâ€¢149;Ѭhref=""http://www.loc.gov/film/"">National FilmRegistry SelectionЖ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+2038"">DVD 2038Ж; Ѭ href=""http://oskicat.berkeley.edu/search~S1?/evhs+999:899"">vhs 999:899Ж","The Movies, Race, and Ethnicity","African Americans","Blackface in the Movies"
"Ziegfeld Follies (1946)","
                    Directed by Vincente Minnelli. Performer: Fred Astaire, LucilleBall, Lucille Bremer, Fanny Brice, Judy Garland, KathrynGrayson, Lena Horne, Gene Kelly, James Melton, Victor Moore,Red Skelton, Esther Williams, William Powell, Edward Arnold,Marion Bell, Bunin's Puppets, Cyd Charisse, Hume Cronyn,William Frawley, Robert Lewis, Virginia O'Brien, Keenan Wynn. Amusical salute to Broadway's most opulent producer of stagereviews, ""The Great Ziegfeld"". Features a sketch with JudyGarland and Fred Astaire in black-face. 118 min. ;
                    
                      â€¢149;Ѭhref=""http://us.imdb.com/title?0039116"">Credits andother information from the Internet Movie DatabaseЖ
                    
                  ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+5681"">DVD 5681Ж; Ѭ href=""http://oskicat.berkeley.edu/search~S1?/evhs+999:3421"">vhs 999:3421Ж","The Movies, Race, and Ethnicity","African Americans","Blackface in the Movies"
"Black Anthology Cartoons. Vol. 1(1937-1947)","Contents: Uncle Tom's cabana (1947, 9 min.) -- UncleTom's bungalow (1937, 8 min.) -- Eliza on ice (1944, 6min.) -- It happened to Caruso (1938, 7 min.) -- Vodoo inHarlem (1938, 7 min.) -- Popeye ala mode (1945, 7 min.) --Swing wedding (1937, 8 min.) A collection of sevenstereotypical cartoons of Afro-Americans produced in the'30's and '40's. Includes parodies of Harriet BeecherStowe's Uncle Tom's Cabin and of Jack Benny withappearances by cartoon characters Mighty Mouse, Popeye andBosko.Uncle Tom's Cabana: Uncle Tom went from cabin tocabana to ward off the mortage. Little Eva (now grown up)saves Tom's cabin with her singing and seductive sexiness.Uncle Tom's bungalow: Topsy and Little Eva buy UncleTom from Simon Legree's Used Slave Co., but can't keep upthe payments. Topsy and Eva do a color switch underLegree's whip as Eliza saves the day. Eliza on ice:Uncle Tom starts the race with Simon Legree chasing Eliza.Mighty Mouse rescues Eliza. It happened to Caruso:Weschester, the vegitarian cannibal, becomes RobinsonCaruso's Man Friday (Jack Benny's cloned voice). Carusokills a tiger with his violining. Vodoo in Harlem:Cannibals singing after hours in Walter Lantz's animationstudio. Popeye ala mode: Popeye checks into acannibal hotel, but has trouble checking out as thecannibals have Popeye over for dinner..err..as dinner.Swing wedding: Lots of jazz and Cab Calloway musicdone by Frogs right out of MGM's Bosko cartoons. 60 min.","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+999:2140"">Video/C 999:2140Ж","The Movies, Race, and Ethnicity","African Americans","Representations of African Americans in Animated Cartoons"
"Black Anthology Cartoons. Vol. 2 (1930's)","
                    Contents: The old house (1936, 10 min.) -- Bosko'sEaster eggs (1937, 8 min.) -- Bosko and the pirates(1937, 8 min.) -- Bosko and the cannibals (1937, 10min.) -- Bosko in Bagdad (1938, 10 min.) -- Bosko thedoughboy (1931, 7 min.) -- Old anything (1931, 6 min.).A collection of seven stereotypical cartoons ofAfro-Americans produced in the 1930s starring WarnerBros.' first cartoon star, Bosko. Created by HughHarman and Rudolf Ising he was featured from 1929-1933.
                    The Old house: Classic haunted houseadventure with Bosko, Bruno (dog) and his honey, Honey.Bosko's Easter eggs: Bruno breaks the eggs Boskowuz deliverin ta Honey. Bosko and the pirates:Boskos' imagination ends him up on a frog pirate shipwhere the pirate frogs try ta git Boskos' cookies.Captain Frog makes Bosko walk the plank...or...that israther...tap dance the plank. Bosko and thecannibals: Boskos' imagination puts him in a junglefull of cannibal cookie eating frogs that try to gethis cookies. Bosko in Bagdad: ""Who dat"" sequencegets Bosko a flying carpet that whisks him and thegenie Frog to Bagdad. The Bagdad frogs tempt Bosko withtap dancing, watermellons and castor oil to get hiscookies. Bosko the Doughboy: Pre-MGM Bosko.Bosko is bored with the war until the enemy shootsBoskos' photo of Honey. Then he goes into action withviolent results. Old anything: Bosko builds abuilding with the help of some Mickey Mouse clones.During the construction there are detached heads, ears,stomachs, etc. 60 min. 
                  ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+999:2141"">Video/C 999:2141Ж","The Movies, Race, and Ethnicity","African Americans","Representations of African Americans in Animated Cartoons"
"Black Anthology Cartoons. Vol. 3(1934-1946)","Contents: Scrub me Mama with a boogie beat (1941, 7min.) -- John Henry and the Inky Poo (1945, 8 min.) --Jasper in a jam (1946, 7 min.) -- Rasslin' match (1934, 11min.) -- The lion tamer (1934, 9 min.) -- The early wormgets the bird (1940, 8 min.) -- The little broadcast (1943,8 min.). Includes puppetoons by George Pal, two featuresstaring Amos n' Andy, Charlie Barnet and his orchestra andvocals by Peggy Lee. Scrub me Mama with a boogiebeat: Lazy Town is the sexiest, most racist andfoot-stompinist laundry mat in the country. John Henryand the Inky Poo: Puppetoon by George Pal. The steeldrivin man John Henry shows...if you have a mind, you cando anything. Jasper in a Jam: Great jazz music videowith Little Jasper caught in a pawnshop at midnight.Features Charlie Barnet and Orchestra with vocals by PeggyLee. Rasslin' match: The 1st of only two Amos 'n' Andycartoons. Since Taxi servicing is slow King-Pin gets Andyinto a rasslin match. Amos seems to be in more painthan Andy watching Andy get hurt. Lion tamer: The2nd of only two Amos 'n' Andy cartoons. Kingpin gets Andy ajob as a lion tamer for a local circus. The deal wuz thelion wuz supposed to be two guys in a lion suit... Earlyworm gets the bird: Three little ""Black Birds"" are sentto bed by ""Mammy Black Bird,"" but one wants to get the wormearly and gets more than he expected. Littlebroadcast: A George Pal puppetoon where the GreatMaestro gets to conduct more than he can compose himselfto. 60 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+999:2142"">Video/C 999:2142Ж","The Movies, Race, and Ethnicity","African Americans","Representations of African Americans in Animated Cartoons"
"Black Toons","â€¢149;Vol. 1: A warning to vandals and hoodlums[theater announcement] -- Trailers for Blackboard jungle,Go, Johnny, go, Rock, rock rock -- Uncle Tom's caba?na(1947) -- Uncle Tom's bungalow (1937) -- Mighty Mouse inEliza on the Ice (1944) -- Coal Black and de sebben dwarfs(1943) -- It happened to Crusoe (1941) -- Pop-Pie ala mode(1945) -- Swing wedding (1937). Bonus selections: Weirdcartoons: Bambi meets Godzilla, Betty Boop in Crazy town;You auto lay an egg ; [excerpt from It's a bird withCharles Bowers] ; Small fry ; Frogland ; Cobweb hotel) ;Munster's TV episode Mar. 18, 1965: Far out, Munsters. Acollection of animated films from the 1930s and 1940s whichfeature caricatures and stereotypes of blacks. Most arevery racist with nasty stereotypes. Some wild rhythm &blues, jazz groups and music parodies. In ""Swing Wedding"" awild eye'd hipster ""shoots-up"" with his trumpet valve as ahypo while Fats Waller, Bill ""Bojangles"" Robinson, EthelWaters and the Mills Brothers are impersonated! â€¢149;Vol. 2: The early worm gets the bird(1940) -- September in the rain (1937) -- Jungle Jitters(1938) -- The Isle of Pingo Pongo (1938) -- Life begins forAndy Panda (1939) -- Africa squeaks (1940) -- All this andrabbit stew (1941) -- Have you got any castles (1938) --Goofy groceries (1941) -- Scrub me Mama with a boogie beat(1941) -- Clean pastures (1937) -- Goldilocks and thejivin' bears (1944) A collection of animated films from the1930s and 1940s which feature caricatures and stereotypesof blacks. In September in the rain much of the cartoonfeatures characters in blackface in a satire ofthen-contemporary culture including Al Jolson, Fats Wallerand Louis Armstrong. The Isle of Pingo Pongo is a parody of1930s travelogues full of black stereotypes and swinging""jungle music."" In Africa squeaks Porky Pig, Spencer Tracy,Kay Kaiser and Jerry Colonna are swinging with the nativesin ""Darkest Africa."" In Clean pastures Cab Calloway, DukeEllington, Fats Waller, Louis Armstrong, The Mills Brothersand others are caricatured doing their part to take swingmusic out of the hands of the devil and use it to savesouls with the magic of jazz and boogie-woogie. â€¢149;Vol. 3: Little black Sambo (1935) --Uncle Tom and Little Eva (1932) -- Fresh hare (1942) --Sunday go to meetin' time (1936) -- Uncle Tom's bungalow(1937) -- Angel puss (944) -- Confederate honey (1940) --Little ol' Bosko and the cannibals (1937) -- Pop-pie a lamode (1945) -- Voodoo in Harlem (1938) -- Tin Pan Alleycats (1943). A collection of animated films from the 1930sand 1940s which feature caricatures and stereotypes ofblacks. In Fresh hare Elmer Fudd and Bugs Bunny do aminstrel show, complete with black-face. Sunday go tomeetin' time features excellent gospel and jazz music mixedwith black stereotypes. Uncle Tom's bunglow is a spoof ofthe book Uncle Tom's Cabin. Confederate honey is a parodyof ""Gone with the Wind,"" with Elmer Fudd playing Ned Cutler(Rhett Butler in the real movie). Little ol' Bosko and thecannibals features a frog that sounds like Louis Armstrong,plus other frog caricatures of famous black musicians likeFats Waller, Cab Calloway, and Bill ""Bojangles"" Robinsonportrayed as cannibals! In Pop-Pie al la mode, Popeye isshipwrecked on an island inhabited by cannibals who viewhim as their next meal! â€¢149;Vol. 4: Jasper and the haunted house(1942) -- Bosko shipwrecked (1931) -- The stupidstitiouscat (1947) -- Suddenly it's Spring (1944) -- Porky's ant(1941) -- The lost dream (1949) -- Outdoor indore (1928) --Flop goes the weasel (1934) -- Robinson Crusoe Jr. (1941)-- Talking magpies (1946) -- Swiss cheese family Robinson(1947) -- Ali-Baba bound (1940) A collection of animatedfilms from the 1930s and 1940s which feature caricaturesand stereotypes of blacks. The stupidstitious cat is aparody of the famous ""Jack Benny Program"" with a black crowplaying the part of ""Rochester"" (who was black and played astereotypical black role on the Jack Benny Program.) InOutdoor indore Felix joins the circus and travels to India.Flop goes the weasel features a very black stereotype of""Mammy"" portrayed by a large hen giving birth to a babychick. Robinson Crusoe Jr. stars Porky Pig against Africannatives. The talking magpies is the first screen appearanceof cartoon characters Heckle and Jeckle. Swiss Cheesefamily Robinson features Mighty Mouse who saves a mousefamily from jungle cannibals. In Ali-Baba bound Porky Pigbattles extremist Muslims; one has a bomb on his head inplace of a turban.","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD9355"">DVD9355Ж; Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD9356"">DVD9356Ж; Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+9357"">DVD 9357Ж","The Movies, Race, and Ethnicity","African Americans","Representations of African Americans in Animated Cartoons"
"Blaxploitation Cartoon Festival.","A series of 8 short animated ""racist"" cartoonsfeaturing blackfaced caricatures. Includes Amos n' Andy,Jungle Jitters, Scrub me Mama, Little black Sambo. 50 min.","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo+999:425"">Video 999:425Ж","The Movies, Race, and Ethnicity","African Americans","Representations of African Americans in Animated Cartoons"
"Cartoon Collection, V","Cartoons from the 1930s and 1940s showing thepervasiveness of racial and ethnic stereotypes. In additionto cartoons, the video includes sing-alongs, intermissiontrailers and an animated preview of Snow White. Contents:""Any Bonds Today?"" (sung by Bugs Bunny)--""Let's Sing withPopeye"": Excerpts from the first Popeye cartoon and Popeyesings 'I'm Popeye the sailor man.' -- ""Plane Dumb"" (Tom andJerry)-- ""Porky's Hare Hunt"" -- Trailer for ""Snow White""--""Minnie's Yoo Hoo"" (sung by Mickey Mouse): Sing-a-long tothe lyrics on the screen as Mickey Mouse directs the MickeyMouse Club theme song. --""Little Black Sambo"": LittleSambo plays pranks with a dog striped like a tiger. --""Porky's pooch"": A hungry mutt barges into Porky Pig'ssuite. His wit and charm fail to move Porky so he threatensto jump off the ledge, tricking Porky into taking him in.-- ""Joe Glow the firefly"": A firefly with a miner's lightedhelmet explores a camper's tent and the variouspeople-sized items that, from his perspective, aregigantic. -- ""Porky's movie mystery"": In this parody of the""Mr. Moto"" series, a mysterious phantom is causing troubleat the Warner Bros Studios. The police call in Mr. Motto(Porky Pig) to investigate. -- ""The Lone Stranger andPorky"": When Porky is held up by a villain the LoneStranger comes to his rescue and in the middle of thefight, the Stranger's horse Silver falls in love with thevillains' horse. -- Intermission public serviceannouncement against pay and cable TV plus six ads forpopcorn and candy in the lobby -- ""Japoteurs"": Earlyanimated Superman episode involving the hijacking of agiant American bomber by Japanese saboteurs. -- ""JohnHenry"": A cartoon version of the tale of John Henry, thegreat steel-driving worker who competes with a steamdrill. -- ""Congo jazz"" --""I'll be glad when you'redead you rascal you"" (Betty Boop with Louis Armstrong andhis orchestra) -- ""Snap Happy"" (Little Lulu)-- ""Junglejive"" (pianist, Bob Zurke). ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+999:2143"">Video/C 999:2143Ж","The Movies, Race, and Ethnicity","African Americans","Representations of African Americans in Animated Cartoons"
"Cartoon Scandals: A Study of Violence, Racism andSex in Cartoons","By today's standards, many of these 1930s-1940scartoons are now considered too risque or offensive by TVcensors and have been edited or banned from TV. Thiscollection features some of these rare classic cartoons intheir original, uncut, uncensored versions. Concludes withthe animated short by Lenny Bruce, ""Thank you, mask man,"" agay parody on the Lone Ranger saga. Contents: [Bugs Bunnyin war bond public announcement] -- Daffy: the commando --Scrub me, mama, with a boggie beat -- Tokio jokio -- Sheepshape -- All this and rabbit stew -- Three little kittens(a Jungle Jinks cartoon) -- Eleventh hour (Superman) -- Behuman (Betty Boop) -- Little Black Sambo -- The mad doctor(Mickey Mouse) -- Jungle jitters -- Uncle Tom and LittleEva (Jungle Jinks cartoon) -- Thank you, mask man / byLenny Bruce. 93 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+2444"">DVD 2444Ж","The Movies, Race, and Ethnicity","African Americans","Representations of African Americans in Animated Cartoons"
"Coonskin (1975)","
                    Written and directed by Ralph Bakshi. This outrageous,original film about the status of blacks in America istold with live-action and animation vignettes, the bestof which are sly parodies of the stories from Disneyand Uncle Remus' Song of the South and Kim Basinger'sCool World. This allegorical tale follows the exploitsof a black rabbit who comes from the rural South to NewYork and ends up dealing drugs in Harlem. Released in1974, it was accused of being racist and withdrawn byits distributor within a week of its release. 90 min.
                    
                      â€¢149;Ѭhref=""http://us.imdb.com/title?0071361"">Creditsand other information from the Internet MovieDatabaseЖ
                    
                  ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+999:2144"">Video/C 999:2144Ж","The Movies, Race, and Ethnicity","African Americans","Representations of African Americans in Animated Cartoons"
"A History of Racist Animation","
                    Contents: Film excerpts: Chinese laundry blues --Rasslin' match (Amos n' Andy) -- Hittin' the trail toHallelujah Land -- Pickaninny blues -- Scrub me, mama,with a boggie beat -- All this and rabbit stew --Little Black Sambo -- John Henry -- Jasper in thehaunted house -- Bosko shipwrecked -- Jungle jazz--Robinson Crusoe, Jr. -- Jungle jitters -- Shanty whereSanty Claus lives -- Musical Lulu -- Have you got anycastles? -- Ducktators -- Japoteurs (Superman) --You're a sap, Mr. Jap (Popeye) -- Ali Baba bound --Popeye meets Ali Baba -- Timid toreador -- Porky'sgarden -- Daffy duckaroo -- Molly Moo Cow and theIndians -- Hell bent for election (1944, F.D. Rooseveltpolitical cartoon).
                    Presents historical commentary and excerpts from across section of cartoons, once seen as harmless, butnow perceived as racist stereotypes. Rare footageincludes ""Chinese Laundry Blues"" (poking fun at bothChinese and Jews), George Pal's ""John Henry,"" theincredibly racist ""Pickaninny Blues,"" complete withshuffling Negroes being sold on the auction block, aswell as Walter Lantz's ""Scrub me, mama, with a boogiebeat,"" Bosco, Amos n' Andy, Little Black Sambo as wellas American propaganda cartoons from World War II.Consists primarily of excerpts from films originallyissued between 1930-1950. 
                  ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+2440"">DVD 2440Ж","The Movies, Race, and Ethnicity","African Americans","Representations of African Americans in Animated Cartoons"
"John Henry and Inky Poo(1946)","In this George Pal Puppetoon (production number U5-6),John Henry (voice of Rex Ingram), legendary figure ofAmerican folklore, goes to work for the C.& O. Railroad,which, shortly thereafter, buys an automatic steel-drivingengine, called the Inky-Poo. John Henry matches hisstrength against the Inky-Poo, saying that any man can beata machine because a man has a mind. John Henry wins, butdrops at the finish, never to rise again. The choral musicbackground is by the Luvenia Nash Singers. ; ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+2440"">DVD 2440Ж; Ѭ href=""http://oskicat.berkeley.edu/search~S1?/evhs999:2142"">vhs999:2142Ж","The Movies, Race, and Ethnicity","African Americans","Representations of African Americans in Animated Cartoons"
"Little Jasper","
                    
                      
                      
                    
                  See also:â€¢149;Neupert, Richard. "" ""Trouble inWatermelon Land: George Pal and the Little JasperCartoons."" Film Quarterly Sep 2001, Vol. 55,No. 1: 14–26. Ѭhref=""http://caliber.ucpress.net/doi/pdf/10.1525/fq.2001.55.1.14"">Full-textof this article / review is available: UC usersonlyЖâ€¢149;Hot Lips Jasper(1945)Jasper recovers a valuable horn, blows a few licks of""Flight of the Bumble Bee"" and becomes a star. â€¢149;Jasper and the Beanstalk(1945)The Scarecrow trades Jasper a handful of beans for hisharmonica. Jasper plants the beans and climbs up theresulting beanstalk and, at the top, finds a beautiful girlin a golden cage playing a golden harp. Jasper rescues herfrom the Scarecrow, brings her down the beanstalk, andspends the rest of his days dancing to the music hisgirlfriend plays on the harp. â€¢149;Jasper and the Haunted House(1942)Jasper gets tricked by shady characters. He ends up ina nasty haunted house! Jasper gets scared out of a pie byProfessor Scarecrow. ; also on â€¢149; Jasper in a Jam(1946)Great jazz music video with Little Jasper caught in apawnshop at midnight. Features Charlie Barnet and Orchestrawith vocals by Peggy Lee. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD2441"">DVD2441Ж; Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+2441"">DVD 2441Ж; Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+2441"">DVD 2441Ж; Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+8769"">DVD 8769Ж; Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+999:2142"">Video/C 999:2142Ж","The Movies, Race, and Ethnicity","African Americans","Representations of African Americans in Animated Cartoons"
